FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,PARENT_COMPANY_LEGAL_ID,CURRENT_DATE
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","88.87","1.01","","0.27","0.27","6.68","10.72","2.18","2.06","1.87","0.36","0.24","89.9","1.37","7.46","11.2","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","88.05","1.01","","0.15","0.42","7.18","10.48","2.34","2.01","1.87","0.24","0.18","90","1.62","7.41","11.18","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","87.89","1.01","","0.66","1.08","6.86","10.81","2.24","2.07","1.91","0.36","0.21","89.6","1.7","7.9","11.8","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","86.32","1.01","","-0.36","0.72","6.1","10.07","1.99","1.94","1.91","0.24","0.06","89.5","1.64","7.76","11.36","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","85.5","1.01","","0.12","0.84","5.68","10.24","1.86","1.97","1.91","0.24","0.02","89.4","1.69","7.84","11.41","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","85.43","1.01","","0.25","1.09","5.68","10.1","1.86","1.94","1.91","0.24","-0.03","89.4","1.72","7.97","11.58","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","85.04","1.01","","0.67","1.77","6.15","10.72","2.01","2.06","1.91","0.36","0.03","89.4","1.76","8","11.21","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","84.41","1.01","","0.57","2.35","5.27","11.18","1.73","2.14","1.94","","0.02","89.3","1.77","7.94","11.12","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","84.46","1.01","","0.65","3.01","5.64","11.66","1.85","2.23","1.94","0.36","0.1","89.3","1.82","8.08","11.33","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","83.82","1.01","","0.03","3.05","5.44","11.25","1.78","2.16","1.94","0.24","0.02","89.2","1.84","8.07","10.94","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","84.08","1.01","","1.52","4.61","6.44","12.74","2.1","2.43","2.01","0.48","0.22","89.6","1.92","8.02","11.38","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","83.71","1.01","","0.98","5.64","7.63","13.83","2.48","2.62","2.04","0.6","0.32","91.2","1.92","6.3","11.13","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","82.87","0.99","","0.12","0.12","8.63","13.89","2.8","2.64","2.04","0.6","0.27","91.3","1.95","6.21","10.54","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","82.29","0.99","","0.7","0.82","9.67","14.87","3.12","2.81","2.04","0.72","0.34","91.2","1.95","6.22","10.17","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","81.54","0.99","","-0.02","0.8","9.23","17.03","2.99","3.2","1.84","0.84","0.39","91","1.88","6.33","10.4","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","81.28","0.99","","0.5","1.3","9.77","16.36","3.16","3.08","1.8","0.84","0.36","91.3","1.87","6.07","10.05","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","80.44","0.99","","-0.23","1.07","10.51","15.56","3.39","2.93","1.8","0.84","0.2","91.3","1.95","5.98","9.91","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","80.71","0.99","","0.85","1.93","10.89","17","3.51","3.19","1.8","0.84","0.32","91.6","2.44","5.78","9.03","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","79.92","0.99","","0.15","2.08","10.65","16.81","3.43","3.16","1.8","0.84","0.26","91.6","2.5","5.84","8.15","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","80.15","0.99","","0.64","2.74","12.28","16.66","3.94","3.13","1.8","0.84","0.27","91.6","2.51","5.78","8.06","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","80.71","0.99","","0.91","3.67","13.85","18.15","4.42","3.39","1.8","0.96","0.4","91.6","2.59","5.82","8.29","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","80.87","0.99","","0.52","4.21","14.43","18.92","4.6","3.53","1.8","0.84","0.43","91.8","2.63","5.74","8.16","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","80.76","0.99","","0.34","4.57","15.13","18.35","4.81","3.43","1.77","0.96","0.38","91.8","2.9","5.8","8.27","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","79.64","0.99","","0.18","4.75","15.79","18.41","5.01","3.44","1.77","0.96","0.34","91.8","2.94","5.66","8.11","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","78.87","0.96","","0.45","0.45","15.62","18.26","4.96","3.41","1.77","0.96","0.32","91.9","3.03","5.51","7.89","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","80.03","0.96","","0.21","0.66","16.57","18.89","5.24","3.52","1.73","0.96","0.32","92.6","3.02","4.84","7.97","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","78.14","0.96","","-0.32","0.34","15","17.38","4.77","3.26","1.73","0.72","0.11","92.2","3.41","4.83","7.17","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","77.71","0.96","","0.32","0.66","15.14","17.34","4.81","3.25","1.73","0.72","0.09","92.6","3.63","4.43","6.61","513910703","2026-07-06T00:00:00"
"1","איי. די. איי. חברה לביטוח בע""מ מסלול אג""ח ממשלות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","77.86","0.96","","1.05","1.72","15.14","17.96","4.81","3.36","1.77","0.72","0.21","92.7","3.7","4.3","6.47","513910703","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","2329.59","1.29","2.83","0.13","0.13","3.47","12.02","1.14","2.3","3.6","0.24","0.12","73.7","21.88","553.82","272.52","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","2302.94","1.29","2.83","0.25","0.38","4.01","11.58","1.32","2.22","3.6","0.24","0.09","73.6","22.52","584.69","244.94","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","2300.04","1.29","2.83","0.68","1.06","4.06","11.41","1.34","2.18","3.6","0.24","0.09","73.5","22.96","570.33","183.06","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","2276.39","1.29","2.83","-0.19","0.87","3.46","10.68","1.14","2.05","3.6","0.36","0.02","73","21.76","607.26","179.65","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","2251.41","1.29","2.83","0.15","1.02","2.84","10.51","0.94","2.02","3.6","0.24","-0.01","72.7","21.19","616.42","228.65","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","2232.73","1.29","2.83","0.07","1.09","2.69","9.84","0.89","1.89","3.57","0.24","-0.06","72.7","22.25","612.51","246.64","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","2558.38","1.29","2.83","0.99","2.09","3.51","9.87","1.16","1.9","3.57","0.24","-0.02","74.6","26.28","690.57","270.73","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","2549.79","1.29","2.83","0.94","3.05","3.74","10.06","1.23","1.94","3.6","","-0.04","74.3","80.09","561.45","283.84","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","2538.94","1.29","2.83","0.61","3.68","4.17","10.46","1.37","2.01","3.6","0.24","0.04","74","82.51","584.26","294.99","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","2524.04","1.29","2.83","0.57","4.27","4.54","10.5","1.49","2.02","3.6","0.24","0.04","73.9","84.45","649.88","283.71","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","2527.9","1.29","2.83","1.19","5.51","5.59","11.79","1.83","2.25","3.64","0.36","0.13","74.5","83.58","674.36","239.32","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","2507.8","1.29","2.83","0.48","6.02","5.96","12.01","1.95","2.29","3.64","0.36","0.13","74.6","80.88","631.43","213.45","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","2494.34","1","2.75","0.28","0.28","7.41","11.89","2.41","2.27","3.64","0.24","0.11","74.7","83.1","679.32","217.93","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","2496.47","1","2.75","0.88","1.16","9.38","12.27","3.03","2.34","3.64","0.12","0.15","74.8","85.98","604.17","218.94","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","2471.74","1","2.75","-0.06","1.1","9.42","17.65","3.05","3.3","2.91","0.6","0.29","74.4","85.82","656.13","217.94","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","2466.45","1","2.75","0.52","1.63","10.66","15.36","3.43","2.9","2.7","0.48","0.22","74.2","73.82","711.37","227.02","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","2433.49","1","2.75","-0.02","1.61","12.09","14.07","3.88","2.67","2.7","0.36","0.12","73.9","74.51","636.01","200.75","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","2441.98","1","2.75","1.36","2.99","13.25","15.9","4.23","3","2.74","0.12","0.26","74.3","78.03","592.45","182.61","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","2416.05","1","2.75","0.23","3.23","12.27","15.28","3.93","2.88","2.74","0.12","0.21","74.6","78.5","592.25","180.74","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","2409.87","1","2.75","0.72","3.97","14.59","15.12","4.64","2.86","2.7","0.12","0.22","74.5","103.9","598.24","191.36","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","2409.43","1","2.75","0.72","4.72","17.12","16.77","5.41","3.15","2.7","0.12","0.3","74.6","106.13","581.56","189.24","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","2408.45","1","2.75","0.55","5.29","17.79","17.53","5.61","3.28","2.7","0.12","0.33","75","82.71","559.91","183.73","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","2410.97","1","2.75","0.52","5.84","17.51","17.04","5.53","3.2","2.67","0.12","0.31","74.5","122.97","571.91","149.9","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","2412.91","1","2.75","0.52","6.39","18.17","17.1","5.72","3.21","2.67","0.12","0.32","74.8","124.38","597.5","132.37","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","2409.62","0.95","2.59","0.47","0.47","17.41","17.11","5.5","3.21","2.67","0.12","0.31","75.3","128.04","584.63","181.35","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","2421.13","0.95","2.59","0.24","0.71","19.28","17.71","6.05","3.31","2.67","0.12","0.31","75.5","141.98","597.16","136.32","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","2401.01","0.95","2.59","-0.37","0.34","17.72","16.54","5.59","3.11","2.67","0.24","0.18","75.1","136.97","618.47","142.71","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","2411.76","0.95","2.59","0.99","1.33","18.3","17.23","5.76","3.23","2.7","0.24","0.25","75.9","141.78","593.27","130.63","520024647","2026-07-06T00:00:00"
"4","כלל-אשראי ואג""ח","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","2426.01","0.95","2.59","1.11","2.46","18.43","17.64","5.8","3.3","2.7","0.24","0.33","76.5","143.31","563.04","157.47","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","10262.4","0.91","2.63","-0.02","-0.02","6.45","18.77","2.11","3.5","4.78","0.6","0.31","70.8","1450.65","4151.78","1497.39","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","10196.36","0.91","2.63","0.72","0.7","7.01","18.65","2.28","3.48","4.75","0.6","0.32","71.2","1505.04","4059.24","1473.89","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","10173","0.91","2.63","1.18","1.89","7.07","19.05","2.3","3.55","4.78","0.48","0.36","71","1492.45","3907.29","1538.42","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","9994.17","0.91","2.63","-0.56","1.32","5.65","17.34","1.85","3.25","4.78","0.6","0.26","70.5","1426.3","3995.14","1496.02","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","9896.03","0.91","2.63","0.4","1.72","4.94","18.2","1.62","3.4","4.78","0.6","0.27","70.3","1470.26","4079.41","1485.29","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","9791.06","0.91","2.63","0.28","2.01","4.98","17.04","1.63","3.2","4.75","0.6","0.23","71.7","2949.69","4558.62","1544.46","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","1892.97","0.91","2.63","0.96","2.99","5.73","17.16","1.87","3.22","4.75","0.6","0.26","70.4","402.7","675.84","321.34","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","1913.96","0.91","2.63","0.84","3.85","5.67","17.71","1.86","3.31","4.75","","0.25","70.1","148.78","508.38","311.15","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","1893.98","0.91","2.63","0.76","4.64","6.41","18.06","2.09","3.38","4.78","0.48","0.31","69.3","73.48","487.46","335.28","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","1870.25","0.91","2.63","0.41","5.07","5.95","17.44","1.95","3.27","4.75","0.48","0.28","68.7","59.35","514.28","335.07","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","1850.3","0.91","2.63","0.73","5.84","6.51","17.95","2.12","3.36","4.75","0.36","0.3","68.4","59.42","497.87","314.07","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","1813.43","0.91","2.63","0.28","6.13","5.84","17.52","1.91","3.28","4.75","0.12","0.28","68.1","56.46","474.21","313.89","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","1768.22","0.95","2.53","-0.06","-0.06","6.85","17.17","2.23","3.22","4.75","0","0.24","68","57.76","494.33","310.09","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","1742.82","0.95","2.53","0.76","0.7","8.38","18.56","2.72","3.46","4.75","-0.24","0.28","67.6","58.16","474.57","310.63","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","1728.77","0.95","2.53","0.36","1.06","8.7","26.62","2.82","4.83","3.78","0.24","0.49","67.2","58.57","510.41","279.1","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","1715.31","0.95","2.53","0.36","1.43","10.04","23.02","3.24","4.23","3.53","0.12","0.4","67.1","58.78","529.45","276.92","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","1695.24","0.95","2.53","-0.33","1.09","11.37","21.14","3.65","3.91","3.53","0","0.29","67.1","57.96","484.48","269.69","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","1679.3","0.95","2.53","0.84","1.94","13.06","22.37","4.18","4.12","3.53","-0.6","0.34","67.6","58.54","458.02","256.45","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","1631.77","0.95","2.53","0.25","2.2","10.59","21.17","3.41","3.92","3.53","-0.72","0.29","67.2","57.65","459.7","253.36","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","1608.37","0.95","2.53","0.52","2.73","13.11","20","4.19","3.71","3.46","-0.72","0.26","66.9","57.94","450.39","252.88","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","1582.74","0.95","2.53","0.52","3.26","16.73","21.88","5.29","4.04","3.43","-0.84","0.31","66.8","57.02","440.84","243.13","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","1570.91","0.95","2.53","0.39","3.66","16.31","22.36","5.17","4.12","3.43","-0.84","0.31","66.7","57.83","410.92","222.4","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","1541.07","0.95","2.53","0.51","4.19","15.95","20.05","5.06","3.72","3.29","-0.84","0.26","66.1","58.38","417.37","226.94","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","1501.16","0.95","2.53","0.41","4.62","16.84","19.07","5.32","3.55","3.26","-0.96","0.22","65.7","58.38","423.14","206.6","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","1467.78","0.81","1.42","-0.01","-0.01","15.26","18.21","4.85","3.4","3.26","-0.96","0.15","65.8","57.36","400.92","205.23","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","1451.4","0.81","1.42","0.2","0.19","17.42","18.22","5.5","3.4","3.26","-1.08","0.13","65.6","57.48","406.65","209.54","520024647","2026-07-06T00:00:00"
