FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,PARENT_COMPANY_LEGAL_ID,CURRENT_DATE
"15442","כלל חברה לביטוח בע""מ אג""ח סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","64.53","0.5","0.97","1.42","2.55","","","","","","","","87.8","0.13","0.82","1.89","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","0.65","","","-1.47","-1.47","","","","","","","","86.6","0.67","0.01","0.09","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","10.79","","","1.81","0.31","","","","","","","","86.8","10.8","0.18","0.89","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","27.16","","","-3.94","-3.64","","","","","","","","87.1","26.77","0.48","2.87","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","31.46","","","5.53","1.69","","","","","","","","86.6","31.74","0.48","3.51","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","38.39","","","7.14","8.95","","","","","","","","86.7","37.96","0.58","2.58","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","55.34","","","11.61","21.6","","","","","","","","86.4","55.7","0.99","4.27","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","89.42","","","1.22","23.08","","","","","","","","86.6","87.28","1.55","7.42","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","87.49","","","1.57","25.02","","","","","","","","86.6","85.25","1.39","7.34","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","101.09","","","4.02","30.04","","","","","","","","86.4","101.25","1.64","8.71","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","122.48","","","2.83","33.72","","","","","","","","86.2","121.98","2.05","10.32","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","142.67","","","4.9","40.27","","","","","","","","86.5","141.12","2.46","11.98","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","159.5","","","4.78","46.98","","","","","","","","86.6","158.73","2.57","12.86","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","208.99","0.41","0.46","8.41","8.41","","","","","","","","86.5","206.78","4.67","13.29","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","254.85","0.41","0.46","3.17","11.85","","","","","","","","87.2","252.57","6.39","15.26","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","307.06","0.41","0.46","-2.1","9.5","","","","","","","","87","305.12","9.02","22.47","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","366.97","0.41","0.46","8.91","19.25","","","","","","","","86.9","365.66","12.01","25.49","520024647","2026-07-06T00:00:00"
"15443","כלל חברה לביטוח בע""מ מניות סחיר","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","425.1","0.41","0.46","3.51","23.44","","","","","","","","87.3","416.24","15.36","28.6","520024647","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","28.28","","","-3.64","","","","","","","","","88","26.29","0.82","0.53","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","39.38","","","4.68","","","","","","","","","87.5","38.12","1.28","1.03","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","69.3","","","6.54","","","","","","","","","87.6","66.98","2.1","2.16","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","125.59","","","11.17","","","","","","","","","87.1","124.25","3.24","4.59","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","245.58","","","1.21","","","","","","","","","87.1","242.14","6.26","8.05","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","304.04","","","1.08","","","","","","","","","87","300.98","6.41","11.34","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","338.4","","","3.75","","","","","","","","","87","333.11","6.77","13.52","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","393.99","","","3.14","","","","","","","","","86.8","388.1","7.87","13.75","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","454.58","","","4.01","","","","","","","","","87","449.53","9.15","17.18","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","560.87","","","4.86","","","","","","","","","87.4","538.28","10.39","4.33","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","683.61","","","8.14","8.14","","","","","","","","86.6","686.06","12.74","12.4","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","812.81","","","1.63","9.9","","","","","","","","87","819.24","13.91","6.47","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","910.76","","","-2.23","7.45","","","","","","","","87.2","916.01","17.16","10.21","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","1045.95","","","8.41","16.49","","","","","","","","86.8","1054.7","17.77","8.17","520004896","2026-07-06T00:00:00"
"15463","מגדל מסלול מניות סחיר","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","1187.02","","","3.3","20.33","","","","","","","","86.8","1196.51","26.05","18.27","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","5.25","","","2.27","","","","","","","","","99.9","0","4.31","5.19","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","11.82","","","-1","","","","","","","","","99.9","0","11.2","11.69","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","9.4","","","-2.91","","","","","","","","","99.9","0","8.95","9.32","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","12.19","","","-2.16","","","","","","","","","99.8","0","11.58","12.04","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","17.5","","","0.35","","","","","","","","","99.9","0","16.62","17.31","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","20.08","","","-0.75","","","","","","","","","99.8","0","18.86","19.77","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","22.69","","","0.31","","","","","","","","","99.8","0","21.58","22.44","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","25.8","","","-1.86","","","","","","","","","99.8","0","24.42","25.53","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","26.14","","","0.98","","","","","","","","","100","0","24.52","25.64","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","25.78","","","-1.4","","","","","","","","","99.9","0","25.24","26.28","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","26.1","","","-2.46","-2.46","","","","","","","","99.8","0","24.74","25.67","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","26.28","","","1.35","-1.14","","","","","","","","99.8","0","24.94","25.97","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","26.16","","","-1.22","-2.35","","","","","","","","99.9","0","24.91","25.89","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","23.24","","","-5.07","-7.3","","","","","","","","99.9","0","22.08","22.93","520004896","2026-07-06T00:00:00"
"15464","מגדל עוקב מדדי אג""ח","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","21.17","","","-4.22","-11.21","","","","","","","","99.8","0","20.03","20.86","520004896","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","19.26","","","-0.57","","","","","","","","","84.9","18.45","2.58","2.55","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","115.4","","","-4.74","","","","","","","","","84.9","110.75","15.02","14.66","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","140.22","","","4.84","","","","","","","","","85","133.84","17.74","17.18","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","177.89","","","6.25","","","","","","","","","84.9","167.67","23.72","22.61","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","300.16","","","12.05","","","","","","","","","84.7","286.09","38.15","35.99","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","521.95","","","1.33","","","","","","","","","84.3","504.99","45.04","41.11","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","556.95","","","1.27","","","","","","","","","86.3","536.93","44.9","9.33","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","596.73","","","3.11","","","","","","","","","86.7","583.96","52","17.4","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","675.36","","","2.93","","","","","","","","","86.4","668.58","59.93","26.26","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","773.35","","","4.4","","","","","","","","","86.1","760.83","73.66","43.06","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","922.1","","","4.4","","","","","","","","","85.8","929.9","-32.28","65.04","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","1119.86","","","7.61","7.61","","","","","","","","84.9","1102.37","144.41","121.98","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","1297.02","","","0.81","8.48","","","","","","","","85","1278.01","157.43","141.43","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","1440.29","","","-2.51","5.76","","","","","","","","85.1","1425.49","189.46","171.78","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","1639.36","","","8.21","14.44","","","","","","","","84.8","1613.15","200.75","189.52","520023185","2026-07-06T00:00:00"
"15530","הפניקס עוקב מדדי מניות","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","1816.27","","","3.35","18.28","","","","","","","","83.9","1785.48","215.29","50.65","520023185","2026-07-06T00:00:00"
"15779","איי. די. איי. חברה לביטוח בע""מ עוקבי מדדים עוקב מדד s&p 500","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","0.22","","","-2.22","-2.22","","","","","","","","100","0.21","0.21","0.21","513910703","2026-07-06T00:00:00"
"15779","איי. די. איי. חברה לביטוח בע""מ עוקבי מדדים עוקב מדד s&p 500","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","0.5","","","0.12","-2.1","","","","","","","","100","0.49","0.49","0.49","513910703","2026-07-06T00:00:00"
"15779","איי. די. איי. חברה לביטוח בע""מ עוקבי מדדים עוקב מדד s&p 500","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","0.69","","","-5.06","-7.06","","","","","","","","100","0.69","0.69","0.69","513910703","2026-07-06T00:00:00"
"15779","איי. די. איי. חברה לביטוח בע""מ עוקבי מדדים עוקב מדד s&p 500","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","0.98","","","3.08","-4.19","","","","","","","","100","0.98","0.98","0.98","513910703","2026-07-06T00:00:00"
"15779","איי. די. איי. חברה לביטוח בע""מ עוקבי מדדים עוקב מדד s&p 500","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","1.68","","","0.9","-3.33","","","","","","","","100","1.63","1.63","1.63","513910703","2026-07-06T00:00:00"
"15825","הכשרה חברה לביטוח בע""מ- מניות סחיר","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","12.39","","","4.21","","","","","","","","","100","11.47","0","0","520042177","2026-07-06T00:00:00"
"15826","הכשרה חברה לביטוח בע""מ- עוקב מדדי מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","2.52","","","0.86","","","","","","","","","100","2.26","2.26","2.18","520042177","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202401","27.5","0.65","","0.11","0.11","15.78","32.46","5.01","5.78","5.33","2.4","0.73","73.3","7.1","9.54","4.47","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202402","27.61","0.65","","1.45","1.56","17.07","33.1","5.39","5.89","5.33","2.28","0.77","73.9","7.38","9.53","4.48","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202403","28.14","0.65","","1.66","3.25","17.21","33.98","5.44","6.02","5.37","2.28","0.83","74","7.74","9.93","4.75","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202404","27.79","0.65","","-0.82","2.4","14.87","31.5","4.73","5.63","5.4","2.4","0.71","73.9","7.36","9.7","4.57","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202405","27.88","0.65","","0.91","3.33","13.98","33.02","4.46","5.87","5.37","2.28","0.75","73.9","7.59","9.81","4.85","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202406","27.89","0.65","","0.54","3.89","13.94","31.84","4.45","5.68","5.37","2.4","0.72","73.7","7.65","10.17","4.85","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202407","27.43","0.65","","1.21","5.15","14.45","32.34","4.6","5.76","5.37","2.28","0.76","73.7","7.69","10.11","4.82","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202408","27.87","0.65","","1.38","6.6","13.87","34.08","4.42","6.04","5.37","","0.75","74.2","7.92","10.17","4.81","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202409","27.98","0.65","","1.29","7.97","15.29","34.81","4.86","6.16","5.4","2.4","0.86","74.2","7.82","10.22","4.84","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202410","28.01","0.65","","0.18","8.17","13.39","33.81","4.28","6","5.4","2.4","0.81","74.3","7.8","10.05","4.6","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202411","28.49","0.65","","1.82","10.14","14.96","35.45","4.76","6.26","5.44","2.4","0.89","74.4","8.27","10.32","4.58","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202412","28.68","0.65","","0.78","11","14.18","35.54","4.52","6.27","5.44","2.4","0.9","74.3","8.51","10.37","4.48","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202501","28.7","0.66","","0.87","0.87","16.85","36.64","5.33","6.44","5.44","2.52","0.92","74.6","8.54","10.42","4.4","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202502","28.81","0.66","","0.54","1.41","18.07","38.79","5.69","6.78","5.37","2.4","0.95","74.8","8.5","10.37","4.29","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202503","28.29","0.66","","-0.72","0.68","16.38","47.18","5.19","8.04","4.4","2.52","1.11","74.3","8.34","10.67","4.37","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202504","28.47","0.66","","1.1","1.79","18.76","43.99","5.9","7.56","4.23","2.52","1.11","74.4","8.7","10.48","4.42","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202505","28.9","0.66","","1.51","3.33","22.56","43.98","7.02","7.56","4.23","2.52","1.16","74.6","8.94","10.34","4.56","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202506","29.66","0.66","","2.57","5.98","26.73","47.92","8.22","8.14","4.3","2.04","1.3","74.9","9.46","10.31","4.56","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202507","29.63","0.66","","0.84","6.87","25.1","47.17","7.75","8.03","4.3","2.04","1.29","75.4","9.25","10.16","4.34","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202508","29.78","0.66","","0.99","7.93","27.69","45.37","8.49","7.77","4.23","2.04","1.29","75.7","9.38","10.16","4.2","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202509","30.19","0.66","","1.76","9.83","33.38","49.89","10.08","8.43","4.16","2.16","1.43","75.8","9.77","10.34","4.28","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202510","30.21","0.66","","1.1","11.04","33.05","51.33","9.99","8.64","4.16","2.16","1.48","76.2","9.89","10.16","4.18","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202511","29.79","0.66","","1.01","12.16","33.53","47.73","10.12","8.12","3.98","2.16","1.48","76.5","9.58","10.1","4.25","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202512","29.88","0.66","","0.95","13.23","35.99","46.92","10.79","8","3.95","2.16","1.49","76.3","9.98","9.83","3.92","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202601","30.07","1.65","","1.75","1.75","35.87","47.89","10.76","8.14","3.98","2.16","1.56","76.6","10.12","9.63","3.93","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202602","30.2","1.65","","0.75","2.51","38.43","48.51","11.45","8.23","3.98","2.16","1.57","76.8","10.25","9.75","3.98","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202603","29.69","1.65","","-1.55","0.92","34.79","43.99","10.46","7.56","4.09","2.04","1.26","76.4","10.08","9.76","3.65","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202604","29.34","1.65","","3.08","4.03","38.25","46.67","11.4","7.96","4.23","2.16","1.38","77.2","9.89","9.12","3.62","520004896","2026-07-06T00:00:00"
"17010","מגדל-קרן ח'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202605","29.76","1.65","","1.73","5.83","39.19","46.71","11.65","7.97","4.23","2.28","1.43","77.4","9.99","8.98","3.61","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202401","2725.06","0.64","","0.04","0.04","14.05","30.28","4.48","5.43","5.61","1.92","0.62","72.5","737.73","991.01","464.54","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202402","2753.31","0.64","","1.44","1.48","15.3","30.84","4.86","5.52","5.65","1.8","0.66","73.1","773.84","999.15","469.27","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202403","2799.59","0.64","","1.68","3.19","15.44","31.69","4.9","5.66","5.65","1.8","0.72","73.2","808.08","1037.49","495.69","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202404","2757.89","0.64","","-0.91","2.25","13.06","29","4.18","5.22","5.68","1.92","0.6","73","767.66","1011.93","476.26","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202405","2772.29","0.64","","0.86","3.13","12.12","30.76","3.89","5.51","5.68","1.92","0.63","73","795.3","1027.75","508.07","520004896","2026-07-06T00:00:00"
"17011","מגדל-קרן ט'","17","מגדל חברה לביטוח בע""מ","פוליסות שהונפקו בשנים 1990-1991","202406","2775.29","0.64","","0.53","3.67","12.16","29.32","3.9","5.28","5.65","1.92","0.61","72.9","797.37","1059.26","505.23","520004896","2026-07-06T00:00:00"
