FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202401","2015-12-31T00:00:00","0.14","0.03","0.81","0.92","16.85","0.1","1.39","0.48","0.48","","11.45","23.6","3.68","4.33","4.4","1.56","0.63","97.1","2.75","11.04","11.29","512065202","2026-07-06T00:00:00"
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202402","2015-12-31T00:00:00","0.14","0.01","-0.16","-0.03","16.65","0.1","1.39","-1.04","-0.56","","10.46","21.41","3.37","3.96","4.43","1.08","0.48","97","2.8","10.86","11.1","512065202","2026-07-06T00:00:00"
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202403","2015-12-31T00:00:00","0.17","0.01","0.1","0.26","17.45","0.1","1.39","3.17","2.59","0.12","13.04","24.03","4.17","4.4","4.61","1.2","0.64","97.1","2.91","12.14","12.28","512065202","2026-07-06T00:00:00"
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202404","2015-12-31T00:00:00","0.1","0.01","-0.11","-0.02","17.47","0.1","1.39","0.27","2.86","","12.08","23.18","3.87","4.26","4.61","1.32","0.6","96.9","2.95","11.76","12.14","512065202","2026-07-06T00:00:00"
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202405","2015-12-31T00:00:00","0.09","0.06","1.56","1.59","19.21","0.1","1.39","0.82","3.71","","12.32","24.37","3.95","4.46","4.61","1.32","0.64","97.1","3.33","13.07","13.46","512065202","2026-07-06T00:00:00"
"1560","מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202406","2015-12-31T00:00:00","0.18","0.02","2.13","2.29","21.94","0.1","1.39","2.24","6.03","0.07","13.82","25.28","4.41","4.61","4.64","1.44","0.73","97.2","3.56","15.31","14.51","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202401","2015-12-31T00:00:00","5.94","0.23","88","93.71","611.4","0.1","1.39","1.75","1.75","","40.54","67.11","12.01","10.82","11.47","4.56","0.95","96.5","412.32","416.06","2.27","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202402","2015-12-31T00:00:00","10.68","0.51","102.81","112.98","744.85","0.1","1.39","3.17","4.98","","43.05","69.84","12.68","11.18","11.54","4.8","1","95.5","508.99","514.21","21.09","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202403","2015-12-31T00:00:00","8.57","0.24","122.66","130.99","885.61","0.1","1.39","1.22","6.26","0.12","42.88","71.26","12.63","11.36","11.54","4.92","1.02","97.1","602.15","603.3","27.83","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202404","2015-12-31T00:00:00","7.95","0.69","84.14","91.4","951.96","0.1","1.39","-2.68","3.41","","34.67","62.48","10.43","10.19","11.6","4.68","0.87","96","647.68","641.83","26.49","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202405","2015-12-31T00:00:00","11.21","0.58","123.09","133.72","1132.58","0.1","1.39","4.75","8.32","","40.3","73.95","11.95","11.71","11.64","5.52","1","96.7","781.99","786.35","25.38","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202406","2015-12-31T00:00:00","11.28","0.38","75.04","85.94","1270.1","0.1","1.39","4.43","13.12","0.07","44.17","76.56","12.97","12.04","11.71","6.24","1.08","97.2","891.75","892.49","39.96","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202407","2015-12-31T00:00:00","13.97","0.48","127.53","141.02","1393.56","0.1","1.39","-1.22","11.74","","41.54","73.62","12.28","11.67","11.78","5.76","1.01","95.7","972.2","967.14","55.38","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202408","2015-12-31T00:00:00","13.94","0.73","69.58","82.79","1477.35","0.1","1.39","0.02","11.76","","39.42","76.86","11.71","12.08","11.71","","1.02","95.9","1011.39","1002.08","23.67","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202409","2015-12-31T00:00:00","14.78","0.93","98.55","112.4","1642.7","0.1","1.39","3.39","15.55","0.01","45.23","78.79","13.24","12.32","11.74","5.88","1.06","97.2","1115.83","1137.03","46.89","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202410","2015-12-31T00:00:00","14.99","1.01","73.6","87.58","1721.57","0.1","1.39","-0.49","14.98","","40.76","74.16","12.07","11.74","11.74","5.88","1","96.8","1185.2","1169.63","26.57","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202411","2015-12-31T00:00:00","16.52","1.12","96.52","111.92","1894.42","0.1","1.39","3.49","19","","45.57","77.01","13.33","12.1","11.81","6","1.07","96.3","1314.86","1346.22","69.49","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202412","2015-12-31T00:00:00","17.36","1.32","113.3","129.34","2030.64","0.1","1.39","0.48","19.57","0.09","43.14","76.78","12.7","12.07","11.81","6.12","1.05","97","1413.35","1409.64","24.18","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202501","2015-12-31T00:00:00","19.86","1.97","123.01","140.9","2215.23","0.11","1.31","2.09","2.09","","50.9","80.04","14.7","12.48","11.81","6.36","1.09","97","1526.83","1530.69","58.52","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202502","2015-12-31T00:00:00","19.09","1.07","96.75","114.77","2250.27","0.11","1.31","-3.43","-1.41","","47.54","80.12","13.84","12.49","11.81","5.64","0.97","95.6","1568.26","1496.59","0.88","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202503","2015-12-31T00:00:00","26.49","1.67","121.6","146.42","2303.67","0.11","1.31","-3.99","-5.35","0.04","37.58","94.51","11.22","14.23","10.7","5.16","0.96","95.5","1605.21","1516.23","89.15","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202504","2015-12-31T00:00:00","21.38","1.16","82.92","103.14","2411.16","0.11","1.31","0.08","-5.27","","44.59","81.13","13.08","12.62","10.29","4.8","0.88","95.4","1685.17","1592.31","113.17","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202505","2015-12-31T00:00:00","22.49","1.29","59.57","80.77","2651.19","0.11","1.31","6.54","0.93","","57.47","89.96","16.34","13.69","10.6","5.28","1.02","95.7","1841.84","1916.23","84.17","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202506","2015-12-31T00:00:00","23.21","1.67","53.65","75.19","2857.4","0.11","1.31","4.87","5.84","0.06","70.29","100.45","19.42","14.92","10.7","4.92","1.14","95.1","1985.77","2019.39","84.3","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202507","2015-12-31T00:00:00","24.03","2.07","84.81","106.77","3009.41","0.11","1.31","1.56","7.49","","62.85","97.08","17.65","14.53","10.67","4.92","1.14","96.3","2061.51","2121.14","55.94","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202508","2015-12-31T00:00:00","24.77","1.96","66.05","88.86","3148.83","0.11","1.31","1.67","9.29","","70.97","94.6","19.57","14.24","10.63","5.16","1.14","95.8","2188.4","2272.62","134.04","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202509","2015-12-31T00:00:00","25.81","2.36","81.86","105.31","3422.47","0.11","1.31","5.25","15.02","0.02","85.4","110.02","22.85","16","10.63","5.76","1.3","96.1","2366.24","2432.75","103.89","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202510","2015-12-31T00:00:00","26.15","1.56","87.5","112.09","3584.85","0.11","1.31","1.43","16.67","","85.13","112.97","22.79","16.32","10.63","5.88","1.32","95.8","2495.49","2590.83","71.28","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202511","2015-12-31T00:00:00","27.37","2.3","142.56","167.63","3723.21","0.11","1.31","-0.84","15.69","","82.37","97.77","22.18","14.61","10.39","5.52","1.21","96.3","2588.97","2644.73","145.96","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202512","2015-12-31T00:00:00","32.19","2.38","166.9","196.71","3953.88","0.11","1.31","0.91","16.74","0.01","90.66","96.12","24","14.42","10.39","5.64","1.2","96.8","2745.31","2725.69","79.65","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202601","2015-12-31T00:00:00","31.5","2.71","155.07","183.86","4241.21","0.11","1.25","2.57","2.57","","83.32","97.75","22.39","14.61","10.39","5.76","1.24","96.5","2900.05","2942.69","94.98","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202602","2015-12-31T00:00:00","32.16","3.15","112.72","141.73","4308.07","0.11","1.25","-1.77","0.75","","79.9","91.64","21.62","13.89","10.46","5.04","1.13","96.8","3019.19","3022.78","93.15","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202603","2015-12-31T00:00:00","35.18","2.99","126.8","158.99","4277.85","0.11","1.25","-4.31","-3.59","0.07","63.11","80.97","17.71","12.6","10.74","4.92","0.9","95.5","3029.35","2850.15","180.74","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202604","2015-12-31T00:00:00","32.91","2.32","48.79","79.38","4784.25","0.11","1.25","9.9","5.96","","75.91","92.62","20.72","14.01","11.43","5.52","1.06","94.7","3314.73","3478.74","106.51","512065202","2026-07-06T00:00:00"
"1589","מיטב פנסיה מקיפה עוקב מדדי מניות","163","מיטב פנסיה מקיפה","קרנות חדשות","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202605","2015-12-31T00:00:00","34.83","2.19","74.72","107.36","5192.18","0.11","1.25","6.21","12.54","","76.2","103.46","20.78","15.26","11.64","7.44","1.19","92.7","3639.59","4067.5","202.03","512065202","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202401","2015-12-31T00:00:00","8.65","10.7","-3.05","-5.1","495.9","0.34","1.05","0.04","0.04","","7.33","20.42","2.39","3.79","6.2","0.12","0.31","76.6","102.63","178.44","80.22","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202402","2015-12-31T00:00:00","7.33","16.65","7.66","-1.66","500.01","0.34","1.05","1.05","1.09","","8.18","20.35","2.66","3.77","6.2","0","0.33","76.9","107.01","177.97","81.62","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202403","2015-12-31T00:00:00","4.74","8.32","1.16","-2.42","503.2","0.34","1.05","1.38","2.49","0.15","8.29","21.15","2.69","3.91","6.2","0","0.37","76.9","113.84","183.87","88.68","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202404","2015-12-31T00:00:00","3.48","16.72","4.21","-9.03","490.62","0.34","1.05","-0.83","1.63","","6.01","18.53","1.96","3.46","6.2","0","0.27","76.1","111.61","188.92","81.29","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202405","2015-12-31T00:00:00","8.38","9.44","0.26","-0.8","493.06","0.34","1.05","0.45","2.09","","5.49","19.71","1.8","3.66","6.2","0","0.28","76.4","114.43","193.45","85.1","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202406","2015-12-31T00:00:00","5.81","8.08","2.56","0.29","495.59","0.34","1.05","0.67","2.78","0.21","5.56","18.68","1.82","3.48","6.17","0.12","0.27","76.2","115.3","196.81","91.53","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202407","2015-12-31T00:00:00","9.51","9.76","5.78","5.53","506.03","0.34","1.05","1.04","3.85","","6.19","19.14","2.02","3.56","6.17","0","0.3","76.4","117.31","197.86","87.72","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202408","2015-12-31T00:00:00","5.58","13.28","2.37","-5.33","506.66","0.34","1.05","1.04","4.93","","6.13","20.85","2","3.86","6.17","","0.3","76.8","119.25","203.82","89","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202409","2015-12-31T00:00:00","4.93","14.19","4.31","-4.95","506.21","0.34","1.05","1.14","6.12","-0.02","7.66","20.95","2.49","3.88","6.17","0","0.37","76.1","122.62","199.43","87.81","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202410","2015-12-31T00:00:00","7.2","11.9","2.87","-1.83","504.15","0.34","1.05","0.26","6.4","","6.44","20.06","2.1","3.72","6.17","0","0.34","76.2","120.34","198.73","83.75","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202411","2015-12-31T00:00:00","7.91","12.05","2.46","-1.68","512.42","0.34","1.05","1.43","7.92","","7.64","21.02","2.48","3.89","6.2","0","0.4","76.5","121.9","197.57","83.82","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202412","2015-12-31T00:00:00","7.76","11.81","-6.69","-10.74","506.65","0.34","1.05","0.96","8.95","0.14","7.75","21.43","2.52","3.96","6.2","0","0.42","76.6","117.91","189.01","80.76","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202501","2015-12-31T00:00:00","9.25","12","1.19","-1.56","507.62","0.27","1.06","0.77","0.77","","10.05","22.09","3.24","4.07","6.2","0","0.44","76.7","115.1","184.82","76.15","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202502","2015-12-31T00:00:00","6.13","18.02","8.14","-3.75","508.22","0.27","1.06","0.16","0.93","","11.22","24.19","3.61","4.43","6.13","-0.24","0.45","76.8","109.03","185.32","79.09","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202503","2015-12-31T00:00:00","6.46","15.82","-0.37","-9.73","496.11","0.27","1.06","-0.33","0.6","0.26","10.54","35.5","3.4","6.26","4.57","0.84","0.7","75.5","108.13","186.7","78","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202504","2015-12-31T00:00:00","7.86","9.99","-2.41","-4.54","496.22","0.27","1.06","0.82","1.42","","12.54","30.92","4.02","5.54","4.26","0.72","0.65","76","102.22","185.03","72.02","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202505","2015-12-31T00:00:00","4.21","12","2.16","-5.63","492.49","0.27","1.06","1","2.44","","16.08","30.32","5.1","5.44","4.23","0.6","0.67","76.2","105.73","179.12","75.1","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202506","2015-12-31T00:00:00","7.99","8.14","0.18","0.03","504.8","0.27","1.06","2.14","4.63","0.21","19.59","33.9","6.14","6.01","4.26","0.12","0.81","76.6","109.43","174.81","75.96","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202507","2015-12-31T00:00:00","6.99","6.46","0.72","1.25","507.19","0.27","1.06","0.5","5.15","","17.97","31.93","5.66","5.7","4.23","0.12","0.77","76.9","110.88","175.29","75.82","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202508","2015-12-31T00:00:00","3.86","2.82","1.47","2.51","513.89","0.27","1.06","0.9","6.1","","20.71","30.31","6.48","5.44","4.16","0.12","0.76","77.1","112.22","177.84","75.57","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202509","2015-12-31T00:00:00","6.53","22.91","-1.78","-18.16","503.01","0.27","1.06","1.55","7.74","0.25","25.98","33.94","8","6.02","4.12","0.12","0.89","76.6","115.37","176.47","78.55","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202510","2015-12-31T00:00:00","4.35","11.2","-4.23","-11.08","496.06","0.27","1.06","1.05","8.87","","25.89","35.01","7.98","6.19","4.12","0.12","0.94","76.2","109.39","173.18","74","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202511","2015-12-31T00:00:00","7.18","12.34","5","-0.16","502.72","0.27","1.06","1.1","10.07","","26.31","31.71","8.1","5.66","3.88","0.24","0.94","76.4","116.74","178.42","78.27","512245812","2026-07-06T00:00:00"
"1609","מנורה מבטחים משלימה - יעד לפרישה 2025","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202512","2015-12-31T00:00:00","5.22","9.68","-7.4","-11.86","493.98","0.27","1.06","0.8","10.95","0.21","28.5","30.85","8.72","5.52","3.85","0.24","0.93","76.3","120.94","178.9","80.08","512245812","2026-07-06T00:00:00"
"1619","מנורה מבטחים משלימה - יעד לפרישה 2030","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202401","2015-12-31T00:00:00","5.98","2.34","0.15","3.79","528.55","0.34","1.05","0.12","0.12","","11.27","25.89","3.62","4.71","6.93","0.6","0.42","79.3","156.56","190.07","86.24","512245812","2026-07-06T00:00:00"
"1619","מנורה מבטחים משלימה - יעד לפרישה 2030","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202402","2015-12-31T00:00:00","5.37","8.98","1.6","-2.01","538.92","0.34","1.05","1.53","1.65","","12.29","26.37","3.94","4.79","6.93","0.48","0.46","79.4","163.2","190.16","89.83","512245812","2026-07-06T00:00:00"
"1619","מנורה מבטחים משלימה - יעד לפרישה 2030","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202403","2015-12-31T00:00:00","4.5","2.38","0.87","2.99","549.6","0.34","1.05","1.61","3.29","0.15","12.2","27.45","3.91","4.97","6.96","0.48","0.51","79.4","173.63","198.71","99.35","512245812","2026-07-06T00:00:00"
"1619","מנורה מבטחים משלימה - יעד לפרישה 2030","665","מנורה מבטחים משלימה","קרנות כלליות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202404","2015-12-31T00:00:00","4.36","2.5","0.89","2.75","546.36","0.34","1.05","-1.06","2.19","","9.09","24.23","2.94","4.43","6.96","0.48","0.4","78.8","169.95","192.51","92.51","512245812","2026-07-06T00:00:00"
