FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202405","2011-11-13T00:00:00","115.31","52.24","-6.94","56.13","14749.05","0.16","1.78","1.43","5.35","","21.11","47.74","6.59","8.12","7.66","2.52","0.89","81.4","6989.48","6661.94","3670.55","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202406","2011-11-13T00:00:00","117.77","45.54","2.76","74.99","14936.95","0.16","1.78","0.92","6.32","-0.05","21.21","45.59","6.62","7.8","7.62","2.64","0.88","81.2","7045.35","6799.2","4161.09","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202407","2011-11-13T00:00:00","128.05","48.23","-13.88","65.94","15168.4","0.16","1.78","1.11","7.5","","22.08","46.68","6.88","7.96","7.62","2.4","0.9","80.9","7173.49","6946.32","3874.43","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202408","2011-11-13T00:00:00","118.83","59.97","-5.41","53.45","15371.17","0.16","1.78","0.78","8.34","","21.28","49.11","6.64","8.32","7.59","","0.91","81.3","7286.66","7162.61","3877.23","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202409","2011-11-13T00:00:00","118.19","49.62","-6.02","62.55","15711.54","0.16","1.78","1.99","10.5","-0.06","23.93","49.61","7.41","8.39","7.62","2.28","0.98","80.7","7558.35","7041.88","3943.21","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202410","2011-11-13T00:00:00","112.26","45.48","-21.22","45.56","15789.2","0.16","1.78","0.2","10.72","","21.4","47.79","6.68","8.13","7.62","2.28","0.94","81","7577.81","7166.24","3837.82","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202411","2011-11-13T00:00:00","114.49","63.11","-30.06","21.32","16111.76","0.16","1.78","1.68","12.58","","23.23","48.35","7.21","8.21","7.62","2.16","0.97","81.3","7674.92","7010.51","3702.1","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202412","2011-11-13T00:00:00","122.86","56.76","-61.22","4.88","16176.95","0.16","1.78","0.59","13.24","0.02","21.44","47.7","6.69","8.11","7.62","1.92","0.96","81.1","7616.5","6986.5","3908.87","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202501","2011-11-13T00:00:00","115.24","50.65","-78.53","-13.94","16363.39","0.15","1.73","1.38","1.38","","24.08","49.36","7.46","8.35","7.62","2.04","1","81.1","8029.62","7029.45","3932.52","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202502","2011-11-13T00:00:00","116.38","39.53","-48.03","28.82","16416.74","0.15","1.73","-0.39","0.98","","23.73","54.12","7.36","9.04","7.41","1.8","1.02","81.1","8050.91","7039.81","3672.58","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202503","2011-11-13T00:00:00","119.97","65.08","-34.25","20.64","16228.4","0.15","1.73","-0.88","0.1","-0.05","21.41","69.11","6.68","11.08","5.75","2.64","1.29","80.2","8053.82","7375.82","3653.44","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202504","2011-11-13T00:00:00","114.34","48.31","7.4","73.43","16481.5","0.15","1.73","1.09","1.19","","23.58","62.03","7.31","10.13","5.33","2.52","1.28","80.6","8263.13","7624.45","3557.03","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202505","2011-11-13T00:00:00","120.4","60.85","-22.58","36.97","17000.18","0.15","1.73","2.93","4.15","","29.5","64.49","9","10.47","5.4","2.52","1.38","81","8551.81","7527.74","3851.13","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202506","2011-11-13T00:00:00","117.69","47.18","-20.22","50.29","17561.1","0.15","1.73","2.98","7.26","-0.13","35.65","70.14","10.7","11.21","5.47","1.92","1.51","81","8858.1","7420.38","4090.37","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202507","2011-11-13T00:00:00","136.2","60.19","-42.34","33.67","17785.4","0.15","1.73","1.08","8.41","","33.33","67.75","10.06","10.9","5.44","1.92","1.51","81.2","8976.66","7407.5","3824.49","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202508","2011-11-13T00:00:00","126.24","69.6","-16.5","40.14","18042.29","0.15","1.73","1.2","9.71","","35.55","65.29","10.67","10.57","5.37","2.04","1.51","81.2","9105.07","7400.84","3812.11","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202509","2011-11-13T00:00:00","121.65","65.54","-48.02","8.09","18522.19","0.15","1.73","2.62","12.59","-0.02","44.42","72.14","13.03","11.47","5.3","2.16","1.66","81.3","9366.38","7480.45","4166.2","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202510","2011-11-13T00:00:00","124.22","53.9","-48.29","22.03","18740.99","0.15","1.73","1.1","13.83","","42.85","73.04","12.62","11.59","5.3","2.16","1.69","81.2","9573.7","7599.78","4070.09","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202511","2011-11-13T00:00:00","117.09","70.16","-76.1","-29.17","19037.83","0.15","1.73","1.68","15.74","","43.03","66.56","12.67","10.74","4.88","2.28","1.73","81.2","10093.79","7819.36","4123.57","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202512","2011-11-13T00:00:00","125.04","59.83","-40.64","24.57","19291.41","0.15","1.73","1.22","17.15","-0.08","46.56","64.93","13.59","10.52","4.85","2.16","1.74","81.1","10432.84","7914.77","4012.85","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202601","2011-11-13T00:00:00","119.83","54.72","-74.59","-9.48","19763.19","0.15","1.73","2.62","2.62","","47.18","67.11","13.75","10.82","4.88","2.16","1.83","81.1","10924.93","8044.93","4034.99","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202602","2011-11-13T00:00:00","118.28","80.65","-47.41","-9.78","19934.62","0.15","1.73","0.76","3.4","","49.64","66.47","14.38","10.73","4.88","1.92","1.82","81.1","11165.64","8125.34","3889.42","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202603","2011-11-13T00:00:00","112.99","61.37","-39.83","11.79","19437.23","0.15","1.73","-2.53","0.78","-0.07","45.45","59.18","13.3","9.74","5.09","1.68","1.41","81.1","10601.32","7769.98","3477.1","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202604","2011-11-13T00:00:00","102.72","47.7","-16.78","38.24","20307.22","0.15","1.73","4.28","5.1","","49.14","62.3","14.25","10.17","5.3","1.68","1.52","80.9","11076.3","7977.81","3822.01","512245812","2026-07-06T00:00:00"
"2016","מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202605","2011-11-13T00:00:00","115.81","72","-28.36","15.45","20819.2","0.15","1.73","2.45","7.67","","51.69","64.2","14.9","10.43","5.33","2.4","1.6","80.9","11294.67","8086.03","3949.73","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202401","2012-03-12T00:00:00","33.45","8.41","14.77","39.81","3991.27","0.16","1.78","0.13","0.13","","24.62","49.9","7.61","8.43","10.77","2.16","0.66","90.5","2905.11","1953.72","1136.11","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202402","2012-03-12T00:00:00","35.17","10.67","32.79","57.29","4187.7","0.16","1.78","3.45","3.58","","26.58","52.82","8.17","8.85","10.84","2.04","0.73","90.5","3032.27","2022.86","1211.44","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202403","2012-03-12T00:00:00","35.82","14.2","10.37","31.99","4354.69","0.16","1.78","3.22","6.92","-0.01","27.88","56.84","8.54","9.42","10.91","1.92","0.81","90.7","3225.28","2169.35","1383.23","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202404","2012-03-12T00:00:00","35.72","8.03","32.05","59.74","4343.14","0.16","1.78","-1.63","5.18","","21.73","49.84","6.77","8.42","10.91","2.04","0.7","90.4","3159.41","2130.56","1224.62","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202405","2012-03-12T00:00:00","35.71","11.23","32.47","56.95","4499.79","0.16","1.78","2.03","7.31","","22.78","55.47","7.08","9.23","10.88","1.92","0.77","90.8","3239.31","2225.9","1322.91","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202406","2012-03-12T00:00:00","36.9","10.77","3.46","29.59","4566.6","0.16","1.78","1.08","8.47","-0.05","22.86","52.53","7.1","8.81","10.81","2.16","0.75","90.5","3262.52","2310.63","1538.67","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202407","2012-03-12T00:00:00","38.29","10.26","39.23","67.26","4696.65","0.16","1.78","1.37","9.96","","24.02","54.01","7.44","9.02","10.81","1.8","0.78","90.3","3452.17","2372.05","1433.3","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202408","2012-03-12T00:00:00","37.16","12.49","3.54","28.21","4784.83","0.16","1.78","0.96","11.01","","23.05","57.56","7.16","9.52","10.77","","0.78","90.4","3516.77","2401.78","1423.26","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202409","2012-03-12T00:00:00","37.19","10.25","0.93","27.87","4917.73","0.16","1.78","2.49","13.78","-0.06","27.33","58.09","8.39","9.59","10.77","1.56","0.85","90.1","3647.18","2384.36","1480.88","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202410","2012-03-12T00:00:00","36","9.5","30.96","57.46","4998.48","0.16","1.78","0.48","14.32","","23.77","55.9","7.37","9.29","10.77","1.68","0.82","90.4","3663.63","2418.73","1449.01","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202411","2012-03-12T00:00:00","36.49","13.97","52.44","74.96","5206.1","0.16","1.78","2.34","17","","27.12","56.83","8.33","9.42","10.81","1.68","0.87","90.5","3718.65","2367.07","1413.48","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202412","2012-03-12T00:00:00","40.07","11.31","189.86","218.62","5446.57","0.16","1.78","0.73","17.85","0.02","24.67","55.95","7.63","9.29","10.77","1.32","0.86","90.9","3837.39","2464.04","1574.41","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202501","2012-03-12T00:00:00","38.53","11.19","184.13","211.47","5768.31","0.15","1.73","2.22","2.22","","29.25","59.11","8.93","9.73","10.81","1.56","0.91","90.9","4211.29","2681.99","1748.52","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202502","2012-03-12T00:00:00","41.43","8.56","217.36","250.23","6010.5","0.15","1.73","-0.83","1.37","","28.55","66.39","8.73","10.72","10.5","1.32","0.93","91","4298.15","2764.15","1657.82","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202503","2012-03-12T00:00:00","44.29","17.43","288.41","315.27","6183.55","0.15","1.73","-1.79","-0.44","-0.05","24.78","87.62","7.66","13.41","8.49","2.04","1.12","90.6","4531.36","3006.14","1726.23","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202504","2012-03-12T00:00:00","46.3","11.71","140.06","174.65","6426.73","0.15","1.73","1.04","0.59","","27.92","77.18","8.55","12.12","8.07","1.8","1.08","91","4659.13","3178.86","1725.55","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202505","2012-03-12T00:00:00","48.68","18.58","173.39","203.49","6893.58","0.15","1.73","4.09","4.71","","36.4","81.88","10.9","12.71","8.18","1.8","1.19","91","5007.35","3289.41","1997.66","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202506","2012-03-12T00:00:00","49.79","12.64","289.11","326.26","7502.65","0.15","1.73","4","8.89","-0.13","46.92","90.47","13.68","13.75","8.24","1.08","1.32","90.6","5596.06","3471.68","2251.68","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202507","2012-03-12T00:00:00","58.41","18.53","592.51","632.39","8250.77","0.15","1.73","1.51","10.54","","43.15","87.21","12.7","13.36","8.21","1.08","1.32","90.8","6043.39","3795.51","2176.13","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202508","2012-03-12T00:00:00","55.61","21.63","483.76","517.74","8888.93","0.15","1.73","1.44","12.13","","46.28","83.69","13.52","12.93","8.14","1.2","1.32","90.8","6380.39","3926.53","2243.74","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202509","2012-03-12T00:00:00","58.59","25.11","451.94","485.42","9684.69","0.15","1.73","3.4","15.94","-0.02","59.76","94.29","16.9","14.21","8.07","1.32","1.47","91.1","6884.91","4222.53","2497.27","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202510","2012-03-12T00:00:00","63.41","18.13","608.78","654.06","10489.98","0.15","1.73","1.55","17.74","","56.96","95.5","16.22","14.35","8.07","1.32","1.5","90.7","7576.27","4707.77","2771.08","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202511","2012-03-12T00:00:00","65.28","24.92","805.46","845.82","11552.65","0.15","1.73","1.9","19.98","","56.6","84.25","16.13","13","7.41","1.44","1.51","90.9","8376.66","5103.78","2999.09","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202512","2012-03-12T00:00:00","78.47","23.75","1052.41","1107.13","12837.73","0.15","1.73","1.52","21.8","-0.08","62.53","81.38","17.57","12.65","7.34","1.2","1.51","90.9","9254.29","5709.35","3278.85","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202601","2012-03-12T00:00:00","83.19","28.19","1101.22","1156.22","14407.71","0.15","1.73","3.36","3.36","","63.17","84.65","17.73","13.05","7.41","1.32","1.6","90.4","10537.08","6340.17","3499.2","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202602","2012-03-12T00:00:00","95.61","43.4","1129.54","1181.75","15746.26","0.15","1.73","0.89","4.28","","67.06","82.91","18.66","12.84","7.41","0.84","1.59","90.3","11662.1","6965.14","3464.3","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202603","2012-03-12T00:00:00","121.28","31.5","1146.82","1236.6","16402.35","0.15","1.73","-3.51","0.62","-0.07","60.75","72.74","17.14","11.55","7.69","0.72","1.25","90.7","11868.85","7202.84","3378.41","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202604","2012-03-12T00:00:00","134.75","32.55","717.36","819.56","18143.7","0.15","1.73","5.58","6.23","","66.04","76.49","18.41","12.03","7.9","0.72","1.37","89.9","13083.87","7868.98","3970.86","512245812","2026-07-06T00:00:00"
"2063","מנורה מבטחים פנסיה - מסלול מניות","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202605","2012-03-12T00:00:00","130.46","55.84","1004.16","1078.78","19760.29","0.15","1.73","2.9","9.32","","70.29","79.54","19.42","12.42","7.93","1.68","1.44","89.3","14495.89","8931.01","4505.39","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202401","2012-03-12T00:00:00","4.24","5.73","-1","-2.49","781.21","0.16","1.78","0.2","0.2","","10.26","15.75","3.31","2.97","2.18","1.2","0.7","86.5","0.02","36.61","39.55","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202402","2012-03-12T00:00:00","4.31","13.5","16.83","7.64","791.5","0.16","1.78","0.34","0.54","","10.68","15.53","3.44","2.93","2.18","1.2","0.67","86.8","0.02","35.85","38.75","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202403","2012-03-12T00:00:00","4.46","4.71","40.52","40.27","835.59","0.16","1.78","0.48","1.02","-0.01","10.57","15.48","3.41","2.92","2.18","1.08","0.66","87.4","0.02","36.03","39.12","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202404","2012-03-12T00:00:00","4.3","22.71","37.74","19.33","855.74","0.16","1.78","0.09","1.11","","10.15","14.93","3.27","2.82","2.18","1.08","0.58","87.8","0.02","36.22","39.44","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202405","2012-03-12T00:00:00","4.36","29.34","-7.52","-32.5","825.2","0.16","1.78","0.23","1.35","","9.79","14.8","3.16","2.8","2.18","1.08","0.53","87.2","0.02","37.98","41.26","512245812","2026-07-06T00:00:00"
"2064","מנורה מבטחים פנסיה - מסלול אג""ח","168","מנורה מבטחים פנסיה","קרנות חדשות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202406","2012-03-12T00:00:00","4.26","28.6","5.98","-18.36","809.9","0.16","1.78","0.37","1.72","-0.05","9.81","14.44","3.17","2.73","2.18","1.08","0.5","87","0.02","38.41","41.58","512245812","2026-07-06T00:00:00"
"2102","מגדל מקפת אישית כללי","162","מגדל מקפת אישית","קרנות חדשות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202401","2012-07-08T00:00:00","254.54","81.38","-491.81","-318.65","62286.75","0.17","1.68","-0.03","-0.03","","21.99","41.18","6.85","7.14","6.1","2.88","0.89","75.1","25589.54","28250.68","15578.57","512237744","2026-07-06T00:00:00"
